	ID	POEM_NUMBER	POEM_TITLE	STANZA	LINE_NUMBER	LINE_IN_SOURCE	LINE	RHYMEWORD	RHYME	RECONSTRUCTION	COMMENT	PROBLEMS	SPLIT_LINE	ALIGNMENT	RHYMEIDS	LENGTH
4258	4259	207	小明	207.2	2	畏此譴a[na]怒。（鱼铎通韵）	畏此譴怒	怒	207.2a	na	鱼铎通韵		畏 + 此 + 譴 + 怒	畏 + 此 + 譴 + 怒	0 0 0 1059	4
4260	4261	207	小明	207.3	2	日月方a[iuk]奧。	日月方奧	奧	207.3a	iuk			日 + 月 + 方 + 奧	日 + 月 + 方 + 奧	0 0 0 1060	4
4262	4263	207	小明	207.3	2	政事愈a[tsiuk]蹙。	政事愈蹙	蹙	207.3a	tsiuk			政 + 事 + 愈 + 蹙	政 + 事 + 愈 + 蹙	0 0 0 1060	4
4264	4265	207	小明	207.3	2	采蕭穫a[sjiuk]菽。	采蕭穫菽	菽	207.3a	sjiuk			采 + 蕭 + 穫 + 菽	采 + 蕭 + 穫 + 菽	0 0 0 1060	4
4266	4267	207	小明	207.3	2	自始伊a[tsyuk]戚。	自始伊戚	戚	207.3a	tsyuk			自 + 始 + 伊 + 戚	自 + 始 + 伊 + 戚	0 0 0 1060	4
4268	4269	207	小明	207.3	2	興言出a[siuk]宿。	興言出宿	宿	207.3a	siuk			興 + 言 + 出 + 宿	興 + 言 + 出 + 宿	0 0 0 1060	4
4270	4271	207	小明	207.3	2	畏此反a[phiuk]覆。（觉部）	畏此反覆	覆	207.3a	phiuk	觉部		畏 + 此 + 反 + 覆	畏 + 此 + 反 + 覆	0 0 0 1060	4
4272	4273	207	小明	207.4	2	無恆安a[thjia]處。	無恆安處	處	207.4a	thjia			無 + 恆 + 安 + 處	無 + 恆 + 安 + 處	0 0 0 1061	4
4274	4275	207	小明	207.4	2	正直是a[jia]與。	正直是與	與	207.4a	jia			正 + 直 + 是 + 與	正 + 直 + 是 + 與	0 0 0 1061	4
4276	4277	207	小明	207.4	2	式穀以a[njia]女。（鱼部）	式穀以女	女	207.4a	njia	鱼部		式 + 穀 + 以 + 女	式 + 穀 + 以 + 女	0 0 0 1061	4
4278	4279	207	小明	207.5	2	無恆安a[siək]息。	無恆安息	息	207.5a	siək			無 + 恆 + 安 + 息	無 + 恆 + 安 + 息	0 0 0 1062	4
4280	4281	207	小明	207.5	2	好是正a[diək]直。	好是正直	直	207.5a	diək			好 + 是 + 正 + 直	好 + 是 + 正 + 直	0 0 0 1062	4
4282	4283	207	小明	207.5	2	介爾景a[piuək]福。（职部）	介爾景福	福	207.5a	piuək	职部		介 + 爾 + 景 + 福	介 + 爾 + 景 + 福	0 0 0 1062	4
4283	4284	208	鼓鍾	208.1	1	鼓鍾將a[tsiang]將	鼓鍾將將	將	208.1a	tsiang			鼓 + 鍾 + 將 + 將	鼓 + 鍾 + 將 + 將	0 0 1063 0	4
4284	4285	208	鼓鍾	208.1	2	淮水湯a[sjiang]湯。	淮水湯湯	湯	208.1a	sjiang			淮 + 水 + 湯 + 湯	淮 + 水 + 湯 + 湯	0 0 1063 0	4
4285	4286	208	鼓鍾	208.1	1	憂心且a[sjiang]傷。	憂心且傷	傷	208.1a	sjiang			憂 + 心 + 且 + 傷	憂 + 心 + 且 + 傷	0 0 0 1063	4
4287	4288	208	鼓鍾	208.1	2	懷允不a[miuang]忘。（阳部）	懷允不忘	忘	208.1a	miuang	阳部		懷 + 允 + 不 + 忘	懷 + 允 + 不 + 忘	0 0 0 1063	4
4288	4289	208	鼓鍾	208.2	1	鼓鍾喈a[kei]喈	鼓鍾喈喈	喈	208.2a	kei			鼓 + 鍾 + 喈 + 喈	鼓 + 鍾 + 喈 + 喈	0 0 1064 0	4
4289	4290	208	鼓鍾	208.2	2	淮水湝a[kei]湝。（脂部）	淮水湝湝	湝	208.2a	kei	脂部		淮 + 水 + 湝 + 湝	淮 + 水 + 湝 + 湝	0 0 1064 0	4
4290	4291	208	鼓鍾	208.2	1	憂心且b[pəi]悲。	憂心且悲	悲	208.2b	pəi			憂 + 心 + 且 + 悲	憂 + 心 + 且 + 悲	0 0 0 1065	4
4292	4293	208	鼓鍾	208.2	2	其德不b[huəi]回。（微部）	其德不回	回	208.2b	huəi	微部		其 + 德 + 不 + 回	其 + 德 + 不 + 回	0 0 0 1065	4
4293	4294	208	鼓鍾	208.3	1	鼓鍾伐a[ku]鼛	鼓鍾伐鼛	鼛	208.3a	ku			鼓 + 鍾 + 伐 + 鼛	鼓 + 鍾 + 伐 + 鼛	0 0 0 1066	4
4294	4295	208	鼓鍾	208.3	2	淮有三a[tjiu]洲。	淮有三洲	洲	208.3a	tjiu			淮 + 有 + 三 + 洲	淮 + 有 + 三 + 洲	0 0 0 1066	4
4295	4296	208	鼓鍾	208.3	1	憂心且a[thiu]妯。	憂心且妯	妯	208.3a	thiu			憂 + 心 + 且 + 妯	憂 + 心 + 且 + 妯	0 0 0 1066	4
4297	4298	208	鼓鍾	208.3	2	其德不a[jiu]猶。（幽部）	其德不猶	猶	208.3a	jiu	幽部		其 + 德 + 不 + 猶	其 + 德 + 不 + 猶	0 0 0 1066	4
4298	4299	208	鼓鍾	208.4	1	鼓鍾欽a[khiəm]欽	鼓鍾欽欽	欽	208.4a	khiəm			鼓 + 鍾 + 欽 + 欽	鼓 + 鍾 + 欽 + 欽	0 0 1067 0	4
4299	4300	208	鼓鍾	208.4	2	鼓瑟鼓a[giəm]琴。	鼓瑟鼓琴	琴	208.4a	giəm			鼓 + 瑟 + 鼓 + 琴	鼓 + 瑟 + 鼓 + 琴	0 0 0 1067	4
4300	4301	208	鼓鍾	208.4	1	笙磬同a[iəm]音。	笙磬同音	音	208.4a	iəm			笙 + 磬 + 同 + 音	笙 + 磬 + 同 + 音	0 0 0 1067	4
4301	4302	208	鼓鍾	208.4	1	以雅以a[nəm]南	以雅以南	南	208.4a	nəm			以 + 雅 + 以 + 南	以 + 雅 + 以 + 南	0 0 0 1067	4
4302	4303	208	鼓鍾	208.4	2	以籥不a[tzyəm]僭。（侵部）	以籥不僭	僭	208.4a	tzyəm	侵部		以 + 籥 + 不 + 僭	以 + 籥 + 不 + 僭	0 0 0 1067	4
4304	4305	209	楚茨	209.1	2	言抽其a[kiək]棘。	言抽其棘	棘	209.1a	kiək			言 + 抽 + 其 + 棘	言 + 抽 + 其 + 棘	0 0 0 1068	4
4306	4307	209	楚茨	209.1	2	我蓺黍a[tziək]稷。	我蓺黍稷	稷	209.1a	tziək			我 + 蓺 + 黍 + 稷	我 + 蓺 + 黍 + 稷	0 0 0 1068	4
4308	4309	209	楚茨	209.1	2	我稷翼a[jiək]翼。	我稷翼翼	翼	209.1a	jiək			我 + 稷 + 翼 + 翼	我 + 稷 + 翼 + 翼	0 0 1068 0	4
4310	4311	209	楚茨	209.1	2	我庾維a[iək]億。	我庾維億	億	209.1a	iək			我 + 庾 + 維 + 億	我 + 庾 + 維 + 億	0 0 0 1068	4
4311	4312	209	楚茨	209.1	1	以為酒a[djiək]食	以為酒食	食	209.1a	djiək			以 + 為 + 酒 + 食	以 + 為 + 酒 + 食	0 0 0 1068	4
4312	4313	209	楚茨	209.1	2	以饗以b[ziə]祀。（a= 职部）	以饗以祀	祀	209.1b	ziə	a=职部		以 + 饗 + 以 + 祀	以 + 饗 + 以 + 祀	0 0 0 1069	4
4313	4314	209	楚茨	209.1	1	以妥以b[hiuə]侑	以妥以侑	侑	209.1b	hiuə			以 + 妥 + 以 + 侑	以 + 妥 + 以 + 侑	0 0 0 1069	4
4314	4315	209	楚茨	209.1	2	以介景a[piuək]福。（b= 之部）	以介景福	福	209.1a	piuək	b=之部		以 + 介 + 景 + 福	以 + 介 + 景 + 福	0 0 0 1068	4
4315	4316	209	楚茨	209.2	1	濟濟蹌a[tsiang]蹌	濟濟蹌蹌	蹌	209.2a	tsiang			濟 + 濟 + 蹌 + 蹌	濟 + 濟 + 蹌 + 蹌	0 0 1070 0	4
4316	4317	209	楚茨	209.2	2	絜爾牛a[jiang]羊	絜爾牛羊	羊	209.2a	jiang			絜 + 爾 + 牛 + 羊	絜 + 爾 + 牛 + 羊	0 0 0 1070	4
4317	4318	209	楚茨	209.2	3	以往烝a[zjiang]嘗。	以往烝嘗	嘗	209.2a	zjiang			以 + 往 + 烝 + 嘗	以 + 往 + 烝 + 嘗	0 0 0 1070	4
4318	4319	209	楚茨	209.2	1	或剝或a[pheang]亨	或剝或亨	亨	209.2a	pheang			或 + 剝 + 或 + 亨	或 + 剝 + 或 + 亨	0 0 0 1070	4
4319	4320	209	楚茨	209.2	2	或肆或a[tziang]將。	或肆或將	將	209.2a	tziang			或 + 肆 + 或 + 將	或 + 肆 + 或 + 將	0 0 0 1070	4
4320	4321	209	楚茨	209.2	1	祝祭于a[peang]祊	祝祭于祊	祊	209.2a	peang			祝 + 祭 + 于 + 祊	祝 + 祭 + 于 + 祊	0 0 0 1070	4
4321	4322	209	楚茨	209.2	2	祀事孔a[myang]明。	祀事孔明	明	209.2a	myang			祀 + 事 + 孔 + 明	祀 + 事 + 孔 + 明	0 0 0 1070	4
4322	4323	209	楚茨	209.2	1	先祖是a[huang]皇	先祖是皇	皇	209.2a	huang			先 + 祖 + 是 + 皇	先 + 祖 + 是 + 皇	0 0 0 1070	4
4323	4324	209	楚茨	209.2	2	神保是a[xiang]饗。	神保是饗	饗	209.2a	xiang			神 + 保 + 是 + 饗	神 + 保 + 是 + 饗	0 0 0 1070	4
4324	4325	209	楚茨	209.2	1	孝孫有a[khyang]慶。	孝孫有慶	慶	209.2a	khyang			孝 + 孫 + 有 + 慶	孝 + 孫 + 有 + 慶	0 0 0 1070	4
4326	4327	209	楚茨	209.2	2	萬壽無a[kiang]疆。（阳部）	萬壽無疆	疆	209.2a	kiang	阳部		萬 + 壽 + 無 + 疆	萬 + 壽 + 無 + 疆	0 0 0 1070	4
4327	4328	209	楚茨	209.3	1	執爨踖a[tzyak]踖	執爨踖踖	踖	209.3a	tzyak			執 + 爨 + 踖 + 踖	執 + 爨 + 踖 + 踖	0 0 1071 0	4
4328	4329	209	楚茨	209.3	2	為俎孔a[zjyak]碩	為俎孔碩	碩	209.3a	zjyak			為 + 俎 + 孔 + 碩	為 + 俎 + 孔 + 碩	0 0 0 1071	4
4329	4330	209	楚茨	209.3	3	或燔或a[tjyak]炙。	或燔或炙	炙	209.3a	tjyak			或 + 燔 + 或 + 炙	或 + 燔 + 或 + 炙	0 0 0 1071	4
4330	4331	209	楚茨	209.3	1	君婦莫a[mak]莫	君婦莫莫	莫	209.3a	mak			君 + 婦 + 莫 + 莫	君 + 婦 + 莫 + 莫	0 0 1071 0	4
4331	4332	209	楚茨	209.3	2	為豆孔a[sjiak]庶。	為豆孔庶	庶	209.3a	sjiak			為 + 豆 + 孔 + 庶	為 + 豆 + 孔 + 庶	0 0 0 1071	4
4332	4333	209	楚茨	209.3	1	為賓為a[kheak]客	為賓為客	客	209.3a	kheak			為 + 賓 + 為 + 客	為 + 賓 + 為 + 客	0 0 0 1071	4
4333	4334	209	楚茨	209.3	2	獻酬交a[tsak]錯。	獻酬交錯	錯	209.3a	tsak			獻 + 酬 + 交 + 錯	獻 + 酬 + 交 + 錯	0 0 0 1071	4
4334	4335	209	楚茨	209.3	1	禮儀卒a[dak]度	禮儀卒度	度	209.3a	dak			禮 + 儀 + 卒 + 度	禮 + 儀 + 卒 + 度	0 0 0 1071	4
4335	4336	209	楚茨	209.3	2	笑語卒a[hoak]獲。	笑語卒獲	獲	209.3a	hoak			笑 + 語 + 卒 + 獲	笑 + 語 + 卒 + 獲	0 0 0 1071	4
4336	4337	209	楚茨	209.3	1	神保是a[keak]格。	神保是格	格	209.3a	keak			神 + 保 + 是 + 格	神 + 保 + 是 + 格	0 0 0 1071	4
4338	4339	209	楚茨	209.3	2	萬壽攸a[dzak]酢。（铎部）	萬壽攸酢	酢	209.3a	dzak	铎部		萬 + 壽 + 攸 + 酢	萬 + 壽 + 攸 + 酢	0 0 0 1071	4
4339	4340	209	楚茨	209.4	1	我孔a[njian]熯矣	我孔熯矣	熯	209.4a	njian			我 + 孔 + 熯 + 矣	我 + 孔 + 熯 + 矣	0 0 1072 0	4
4340	4341	209	楚茨	209.4	2	式禮莫a[khian]愆。	式禮莫愆	愆	209.4a	khian			式 + 禮 + 莫 + 愆	式 + 禮 + 莫 + 愆	0 0 0 1072	4
4342	4343	209	楚茨	209.4	2	徂賚孝a[suən]孫。（元文合韵）	徂賚孝孫	孫	209.4a	suən	元文合韵		徂 + 賚 + 孝 + 孫	徂 + 賚 + 孝 + 孫	0 0 0 1072	4
4344	4345	209	楚茨	209.4	2	神嗜飲b[djiək]食。	神嗜飲食	食	209.4b	djiək			神 + 嗜 + 飲 + 食	神 + 嗜 + 飲 + 食	0 0 0 1073	4
4345	4346	209	楚茨	209.4	1	卜爾百b[piuək]福	卜爾百福	福	209.4b	piuək			卜 + 爾 + 百 + 福	卜 + 爾 + 百 + 福	0 0 0 1073	4
4346	4347	209	楚茨	209.4	2	如幾如b[sjiək]式。	如幾如式	式	209.4b	sjiək			如 + 幾 + 如 + 式	如 + 幾 + 如 + 式	0 0 0 1073	4
4347	4348	209	楚茨	209.4	1	既齊既b[tziək]稷	既齊既稷	稷	209.4b	tziək			既 + 齊 + 既 + 稷	既 + 齊 + 既 + 稷	0 0 0 1073	4
4348	4349	209	楚茨	209.4	2	既匡既b[thiək]敕。	既匡既敕	敕	209.4b	thiək			既 + 匡 + 既 + 敕	既 + 匡 + 既 + 敕	0 0 0 1073	4
4349	4350	209	楚茨	209.4	1	永錫爾b[giək]極	永錫爾極	極	209.4b	giək			永 + 錫 + 爾 + 極	永 + 錫 + 爾 + 極	0 0 0 1073	4
4350	4351	209	楚茨	209.4	2	時萬時b[iək]億。（职部）	時萬時億	億	209.4b	iək	职部		時 + 萬 + 時 + 億	時 + 萬 + 時 + 億	0 0 0 1073	4
4351	4352	209	楚茨	209.5	1	禮儀既a[buək]備	禮儀既備	備	209.5a	buək			禮 + 儀 + 既 + 備	禮 + 儀 + 既 + 備	0 0 0 1074	4
4352	4353	209	楚茨	209.5	2	鍾鼓既a[kək]戒。	鍾鼓既戒	戒	209.5a	kək			鍾 + 鼓 + 既 + 戒	鍾 + 鼓 + 既 + 戒	0 0 0 1074	4
4354	4355	209	楚茨	209.5	2	工祝致a[kuk]告。（职觉合韵）	工祝致告	告	209.5a	kuk	职觉合韵		工 + 祝 + 致 + 告	工 + 祝 + 致 + 告	0 0 0 1074	4
4355	4356	209	楚茨	209.5	1	神具醉b[tjiə]止	神具醉止	止	209.5b	tjiə			神 + 具 + 醉 + 止	神 + 具 + 醉 + 止	0 0 0 1075	4
4356	4357	209	楚茨	209.5	2	皇尸載b[khiə]起。（之部）	皇尸載起	起	209.5b	khiə	之部		皇 + 尸 + 載 + 起	皇 + 尸 + 載 + 起	0 0 0 1075	4
4357	4358	209	楚茨	209.5	1	鼓鍾送c[sjiei]尸	鼓鍾送尸	尸	209.5c	sjiei			鼓 + 鍾 + 送 + 尸	鼓 + 鍾 + 送 + 尸	0 0 0 1076	4
4358	4359	209	楚茨	209.5	2	神保聿c[kiuəi]歸。	神保聿歸	歸	209.5c	kiuəi			神 + 保 + 聿 + 歸	神 + 保 + 聿 + 歸	0 0 0 1076	4
4360	4361	209	楚茨	209.5	2	廢徹不c[diei]遲。	廢徹不遲	遲	209.5c	diei			廢 + 徹 + 不 + 遲	廢 + 徹 + 不 + 遲	0 0 0 1076	4
4361	4362	209	楚茨	209.5	1	諸父兄c[dyei]弟	諸父兄弟	弟	209.5c	dyei			諸 + 父 + 兄 + 弟	諸 + 父 + 兄 + 弟	0 0 0 1076	4
4362	4363	209	楚茨	209.5	2	備言燕c[siei]私。（脂微合韵）	備言燕私	私	209.5c	siei	脂微合韵		備 + 言 + 燕 + 私	備 + 言 + 燕 + 私	0 0 0 1076	4
4363	4364	209	楚茨	209.6	1	樂具入a[tzok]奏	樂具入奏	奏	209.6a	tzok			樂 + 具 + 入 + 奏	樂 + 具 + 入 + 奏	0 0 0 1077	4
4364	4365	209	楚茨	209.6	2	以綏後a[lok]祿。（屋部）	以綏後祿	祿	209.6a	lok	屋部		以 + 綏 + 後 + 祿	以 + 綏 + 後 + 祿	0 0 0 1077	4
4365	4366	209	楚茨	209.6	1	爾殽既b[tziang]將	爾殽既將	將	209.6b	tziang			爾 + 殽 + 既 + 將	爾 + 殽 + 既 + 將	0 0 0 1078	4
4366	4367	209	楚茨	209.6	2	莫怨具b[khyang]慶。（阳部）	莫怨具慶	慶	209.6b	khyang	阳部		莫 + 怨 + 具 + 慶	莫 + 怨 + 具 + 慶	0 0 0 1078	4
4367	4368	209	楚茨	209.6	1	既醉既c[peu]飽	既醉既飽	飽	209.6c	peu			既 + 醉 + 既 + 飽	既 + 醉 + 既 + 飽	0 0 0 1079	4
4368	4369	209	楚茨	209.6	2	小大稽c[sjiu]首。	小大稽首	首	209.6c	sjiu			小 + 大 + 稽 + 首	小 + 大 + 稽 + 首	0 0 0 1079	4
4370	4371	209	楚茨	209.6	2	使君壽c[khu]考。（幽部）	使君壽考	考	209.6c	khu	幽部		使 + 君 + 壽 + 考	使 + 君 + 壽 + 考	0 0 0 1079	4
4372	4373	209	楚茨	209.6	2	維其d[dzien]盡之。	維其盡之	盡	209.6d	dzien			維 + 其 + 盡 + 之	維 + 其 + 盡 + 之	0 0 1080 0	4
4374	4375	209	楚茨	209.6	2	勿替d[jien]引之。（真部）	勿替引之	引	209.6d	jien	真部		勿 + 替 + 引 + 之	勿 + 替 + 引 + 之	0 0 1080 0	4
4376	4377	210	信南山	210.1	2	維禹a[dyen]甸之。	維禹甸之	甸	210.1a	dyen			維 + 禹 + 甸 + 之	維 + 禹 + 甸 + 之	0 0 1081 0	4
4378	4379	210	信南山	210.1	2	曾孫a[dyen]田之。（真部）	曾孫田之	田	210.1a	dyen	真部		曾 + 孫 + 田 + 之	曾 + 孫 + 田 + 之	0 0 1081 0	4
4379	4380	210	信南山	210.1	1	我疆我b[liə]理	我疆我理	理	210.1b	liə			我 + 疆 + 我 + 理	我 + 疆 + 我 + 理	0 0 0 1082	4
4380	4381	210	信南山	210.1	2	南東其b[mə]畝。（之部）	南東其畝	畝	210.1b	mə	之部		南 + 東 + 其 + 畝	南 + 東 + 其 + 畝	0 0 0 1082	4
4381	4382	210	信南山	210.2	1	上天同a[hiuən]雲	上天同雲	雲	210.2a	hiuən			上 + 天 + 同 + 雲	上 + 天 + 同 + 雲	0 0 0 1083	4
4382	4383	210	信南山	210.2	2	雨雪雰a[phiuən]雰。（文部）	雨雪雰雰	雰	210.2a	phiuən	文部		雨 + 雪 + 雰 + 雰	雨 + 雪 + 雰 + 雰	0 0 1083 0	4
4383	4384	210	信南山	210.2	1	益之以霢b[mok]霂	益之以霢霂	霂	210.2b	mok			益 + 之 + 以 + 霢 + 霂	益 + 之 + 以 + 霢 + 霂	0 0 0 0 1084	5
4384	4385	210	信南山	210.2	2	既優既b[eok]渥	既優既渥	渥	210.2b	eok			既 + 優 + 既 + 渥	既 + 優 + 既 + 渥	0 0 0 1084	4
4385	4386	210	信南山	210.2	3	既霑既b[tziok]足	既霑既足	足	210.2b	tziok			既 + 霑 + 既 + 足	既 + 霑 + 既 + 足	0 0 0 1084	4
4386	4387	210	信南山	210.2	4	生我百b[kok]穀。（屋部）	生我百穀	穀	210.2b	kok	屋部		生 + 我 + 百 + 穀	生 + 我 + 百 + 穀	0 0 0 1084	4
4387	4388	210	信南山	210.3	1	疆場翼a[jiək]翼	疆場翼翼	翼	210.3a	jiək			疆 + 場 + 翼 + 翼	疆 + 場 + 翼 + 翼	0 0 1085 0	4
4388	4389	210	信南山	210.3	2	黍稷彧a[iuək]彧。	黍稷彧彧	彧	210.3a	iuək			黍 + 稷 + 彧 + 彧	黍 + 稷 + 彧 + 彧	0 0 1085 0	4
4389	4390	210	信南山	210.3	1	曾孫之a[shiək]穡	曾孫之穡	穡	210.3a	shiək			曾 + 孫 + 之 + 穡	曾 + 孫 + 之 + 穡	0 0 0 1085	4
4390	4391	210	信南山	210.3	2	以為酒a[djiək]食。（职部）	以為酒食	食	210.3a	djiək	职部		以 + 為 + 酒 + 食	以 + 為 + 酒 + 食	0 0 0 1085	4
4391	4392	210	信南山	210.3	1	畀我尸b[pien]賓	畀我尸賓	賓	210.3b	pien			畀 + 我 + 尸 + 賓	畀 + 我 + 尸 + 賓	0 0 0 1086	4
4392	4393	210	信南山	210.3	2	壽考萬b[nyen]年。（真部）	壽考萬年	年	210.3b	nyen	真部		壽 + 考 + 萬 + 年	壽 + 考 + 萬 + 年	0 0 0 1086	4
4393	4394	210	信南山	210.4	1	中田有a[la]廬	中田有廬	廬	210.4a	la			中 + 田 + 有 + 廬	中 + 田 + 有 + 廬	0 0 0 1087	4
4394	4395	210	信南山	210.4	2	疆場有a[koa]瓜。	疆場有瓜	瓜	210.4a	koa			疆 + 場 + 有 + 瓜	疆 + 場 + 有 + 瓜	0 0 0 1087	4
4395	4396	210	信南山	210.4	1	是剝是a[tzhia]菹	是剝是菹	菹	210.4a	tzhia			是 + 剝 + 是 + 菹	是 + 剝 + 是 + 菹	0 0 0 1087	4
4396	4397	210	信南山	210.4	2	獻之皇a[tza]祖。	獻之皇祖	祖	210.4a	tza			獻 + 之 + 皇 + 祖	獻 + 之 + 皇 + 祖	0 0 0 1087	4
4398	4399	210	信南山	210.4	2	受天之a[ha]祜。（鱼部）	受天之祜	祜	210.4a	ha	鱼部		受 + 天 + 之 + 祜	受 + 天 + 之 + 祜	0 0 0 1087	4
4399	4400	210	信南山	210.5	1	祭以清a[tziu]酒	祭以清酒	酒	210.5a	tziu			祭 + 以 + 清 + 酒	祭 + 以 + 清 + 酒	0 0 0 1088	4
4400	4401	210	信南山	210.5	2	從以騂a[mu]牡	從以騂牡	牡	210.5a	mu			從 + 以 + 騂 + 牡	從 + 以 + 騂 + 牡	0 0 0 1088	4
4401	4402	210	信南山	210.5	3	享于祖a[khu]考。（幽部）	享于祖考	考	210.5a	khu	幽部		享 + 于 + 祖 + 考	享 + 于 + 祖 + 考	0 0 0 1088	4
4402	4403	210	信南山	210.5	1	執其鸞b[tô]刀	執其鸞刀	刀	210.5b	tô			執 + 其 + 鸞 + 刀	執 + 其 + 鸞 + 刀	0 0 0 1089	4
4403	4404	210	信南山	210.5	2	以啟其b[mô]毛	以啟其毛	毛	210.5b	mô			以 + 啟 + 其 + 毛	以 + 啟 + 其 + 毛	0 0 0 1089	4
4404	4405	210	信南山	210.5	3	取其血b[lyô]膋。（宵部）	取其血膋	膋	210.5b	lyô	宵部		取 + 其 + 血 + 膋	取 + 其 + 血 + 膋	0 0 0 1089	4
4405	4406	210	信南山	210.6	1	是烝是a[xiang]享	是烝是享	享	210.6a	xiang			是 + 烝 + 是 + 享	是 + 烝 + 是 + 享	0 0 0 1090	4
4407	4408	210	信南山	210.6	3	祀事孔a[myang]明。	祀事孔明	明	210.6a	myang			祀 + 事 + 孔 + 明	祀 + 事 + 孔 + 明	0 0 0 1090	4
4408	4409	210	信南山	210.6	1	先祖是a[huang]皇。	先祖是皇	皇	210.6a	huang			先 + 祖 + 是 + 皇	先 + 祖 + 是 + 皇	0 0 0 1090	4
4410	4411	210	信南山	210.6	2	萬壽無a[kiang]疆。（阳部）	萬壽無疆	疆	210.6a	kiang	阳部		萬 + 壽 + 無 + 疆	萬 + 壽 + 無 + 疆	0 0 0 1090	4
4411	4412	211	甫田	211.1	1	倬彼甫a[dyen]田	倬彼甫田	田	211.1a	dyen			倬 + 彼 + 甫 + 田	倬 + 彼 + 甫 + 田	0 0 0 1091	4
4412	4413	211	甫田	211.1	2	歲取十a[tsyen]千。	歲取十千	千	211.1a	tsyen			歲 + 取 + 十 + 千	歲 + 取 + 十 + 千	0 0 0 1091	4
4413	4414	211	甫田	211.1	1	我取其a[dien]陳	我取其陳	陳	211.1a	dien			我 + 取 + 其 + 陳	我 + 取 + 其 + 陳	0 0 0 1091	4
4414	4415	211	甫田	211.1	2	食我農a[njien]人。	食我農人	人	211.1a	njien			食 + 我 + 農 + 人	食 + 我 + 農 + 人	0 0 0 1091	4
4415	4416	211	甫田	211.1	1	自古有a[nyen]年。（真部）	自古有年	年	211.1a	nyen	真部		自 + 古 + 有 + 年	自 + 古 + 有 + 年	0 0 0 1091	4
4416	4417	211	甫田	211.1	1	今適南b[mə]畝	今適南畝	畝	211.1b	mə			今 + 適 + 南 + 畝	今 + 適 + 南 + 畝	0 0 0 1092	4
4417	4418	211	甫田	211.1	2	或耘或b[tziə]耔	或耘或耔	耔	211.1b	tziə			或 + 耘 + 或 + 耔	或 + 耘 + 或 + 耔	0 0 0 1092	4
4418	4419	211	甫田	211.1	3	黍稷薿b[ngiə]薿。	黍稷薿薿	薿	211.1b	ngiə			黍 + 稷 + 薿 + 薿	黍 + 稷 + 薿 + 薿	0 0 1092 0	4
4419	4420	211	甫田	211.1	1	攸介攸b[tjiə]止	攸介攸止	止	211.1b	tjiə			攸 + 介 + 攸 + 止	攸 + 介 + 攸 + 止	0 0 0 1092	4
4420	4421	211	甫田	211.1	2	烝我髦b[dzhiə]士。（之部）	烝我髦士	士	211.1b	dzhiə	之部		烝 + 我 + 髦 + 士	烝 + 我 + 髦 + 士	0 0 0 1092	4
4421	4422	211	甫田	211.2	1	以我齊a[myang]明	以我齊明	明	211.2a	myang			以 + 我 + 齊 + 明	以 + 我 + 齊 + 明	0 0 0 1093	4
4422	4423	211	甫田	211.2	2	與我犧a[jiang]羊	與我犧羊	羊	211.2a	jiang			與 + 我 + 犧 + 羊	與 + 我 + 犧 + 羊	0 0 0 1093	4
4423	4424	211	甫田	211.2	3	以社以a[piuang]方。	以社以方	方	211.2a	piuang			以 + 社 + 以 + 方	以 + 社 + 以 + 方	0 0 0 1093	4
4424	4425	211	甫田	211.2	1	我田既a[tzang]臧	我田既臧	臧	211.2a	tzang			我 + 田 + 既 + 臧	我 + 田 + 既 + 臧	0 0 0 1093	4
4425	4426	211	甫田	211.2	2	農夫之a[khyang]慶。（阳部）	農夫之慶	慶	211.2a	khyang	阳部		農 + 夫 + 之 + 慶	農 + 夫 + 之 + 慶	0 0 0 1093	4
4426	4427	211	甫田	211.2	1	琴瑟擊b[ka]鼓	琴瑟擊鼓	鼓	211.2b	ka			琴 + 瑟 + 擊 + 鼓	琴 + 瑟 + 擊 + 鼓	0 0 0 1094	4
4427	4428	211	甫田	211.2	2	以御田b[tza]祖。	以御田祖	祖	211.2b	tza			以 + 御 + 田 + 祖	以 + 御 + 田 + 祖	0 0 0 1094	4
4428	4429	211	甫田	211.2	1	以祈甘b[hiua]雨	以祈甘雨	雨	211.2b	hiua			以 + 祈 + 甘 + 雨	以 + 祈 + 甘 + 雨	0 0 0 1094	4
4430	4431	211	甫田	211.2	3	以穀我士b[nia]女。（鱼部）	以穀我士女	女	211.2b	nia	鱼部		以 + 穀 + 我 + 士 + 女	以 + 穀 + 我 + 士 + 女	0 0 0 0 1094	5
4431	4432	211	甫田	211.3	1	曾孫來a[tjiə]止	曾孫來止	止	211.3a	tjiə			曾 + 孫 + 來 + 止	曾 + 孫 + 來 + 止	0 0 0 1095	4
4432	4433	211	甫田	211.3	2	以其婦a[tziə]子	以其婦子	子	211.3a	tziə			以 + 其 + 婦 + 子	以 + 其 + 婦 + 子	0 0 0 1095	4
4433	4434	211	甫田	211.3	3	饁彼南a[mə]畝	饁彼南畝	畝	211.3a	mə			饁 + 彼 + 南 + 畝	饁 + 彼 + 南 + 畝	0 0 0 1095	4
4434	4435	211	甫田	211.3	4	田畯至a[xiə]喜。	田畯至喜	喜	211.3a	xiə			田 + 畯 + 至 + 喜	田 + 畯 + 至 + 喜	0 0 0 1095	4
